Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,views,votes
10,Seanne,"Jul 7th, 2020 3:00 pm",,"Jul 7th, 2020 3:00 pm",Computers & Electronics,2,0,,Visions Electronics,Peripherals & Accessories,Monster Mobile Single USB Wall Charger - Black and Silver $2 single $3 dual,1079,5
11,Thatdealguy,"Jul 4th, 2020 6:13 pm",,"Jul 7th, 2020 2:47 pm",Restaurants,,96,,Costco,Other,Hand sanitizers in stock 2 for $9.99 (980ml x 2),29983,37
12,dangod,"Jun 22nd, 2020 9:54 pm","June 24, 2020","Jul 7th, 2020 2:46 pm",,449,42,150$,The Source,Computers & Electronics,Anda Seat Dark Wizard Premium Gaming Chair - Black - 150$ off - 449$,9445,-7
13,adjie,"Jul 6th, 2020 7:51 pm",,"Jul 7th, 2020 2:33 pm",Restaurants,,6,50%,Papa John's Pizza,Fast Food,50% off Monday to Wednesday (YMMV),2586,-7
14,RiftOfChaos,"Jun 29th, 2020 8:28 am",,"Jul 7th, 2020 2:30 pm",Computers & Electronics,,74,,Sony Online Entertainment,Video Games,"PSN Plus Free July Games: NBA 2K20, Rise of Tomb Raider 20 Year Celebration and Erica",18016,74
15,Tomas8x,"Jul 7th, 2020 12:25 pm",,"Jul 7th, 2020 1:54 pm",Computers & Electronics,$129.99,4,,Amazon.ca,Peripherals & Accessories,"1TB A58 Silicon Power 3D NAND 2.5"" Internal Solid State Drive $129.99",1864,3
16,Damians2012,"Jul 3rd, 2020 10:24 pm","July 9, 2020","Jul 7th, 2020 1:35 pm",Computers & Electronics,359.10,23,,Visions Electronics,Televisions,"Proscan 58"" 4K UHD Smart TV 359.10$ in cart with ISPU",6042,7
17,Vovchyk,"Jul 7th, 2020 1:18 pm",,"Jul 7th, 2020 1:29 pm",Home & Garden,,2,"15%,20%",Benjamin Moore,Home Decor,"Benjamin Moore Sale (maybe local)1-3 Gallons -15%, 4 Gallons or more - 20%",1075,-1
18,-KILO-,"Jun 26th, 2020 5:41 pm",,"Jul 7th, 2020 1:08 pm",Home & Garden,$74.50,85,$145,Home Depot,Home Improvement & Tools,$74.50 YMMV - Milwaukee M12 Compact Inflator Kit,24204,22
19,426Hemi,"Jul 6th, 2020 1:12 pm",,"Jul 7th, 2020 12:40 pm",Home & Garden,$67.99,26,,Costco,Appliances,Chef’s Choice Hybrid 3-stage Knife Sharpener (Model 270) $67.99,5446,4
20,Canada_7,"Jul 7th, 2020 11:40 am","July 8, 2020","Jul 7th, 2020 12:23 pm",,2.97,2,,Walmart,Groceries,Boursin Cheese $3.97 + Checkout51 cashback ($1 back per flavour),723,2
21,idiotcanuck,"Jun 29th, 2020 12:03 pm","July 7, 2020","Jul 7th, 2020 12:18 pm",Home & Garden,18,6,,Visions Electronics,Appliances,Hauz 1.7 L Stainless/Glass Electric Kettle $18/$31 For 2 ISPU,2522,4
22,ElliotT454850,"Jul 6th, 2020 3:40 pm",,"Jul 7th, 2020 12:05 pm",Home & Garden,68,14,23%,Home Depot,Appliances,RIDGID 11 Litre (3 Gal.) 3.5 Peak HP Portable Wet Dry Vacuum $68,2911,3
23,whyami,"Jul 6th, 2020 9:57 pm",,"Jul 7th, 2020 12:01 pm",Computers & Electronics,24.98,13,17%,,Home Theatre & Audio,Sony ICFP26 portable AM/FM Radio $24.98,3428,5
24,immad01,"Jul 6th, 2020 11:45 am","July 19, 2020","Jul 7th, 2020 11:17 am",,$79.99,3,,Princess Auto,Home & Garden,Weed Eater 20V 3-in-1 Cordless Combo Kit with Battery for $79.99,1941,1
25,reefer123,"Jul 7th, 2020 7:49 am",,"Jul 7th, 2020 11:11 am",,,11,,Walmart,Sports & Fitness,$66 CAP Flat Bench,3385,7
26,SquadG,"Jun 23rd, 2020 10:50 am",,"Jul 7th, 2020 11:06 am",Home & Garden,$79,21,$50 off,Home Depot,Home Improvement & Tools,RIDGID Handheld Vacuum $79 Clearance,4005,-10
27,natexiao627,"Jul 3rd, 2020 4:19 pm","September 25, 2020","Jul 7th, 2020 11:05 am",Automotive,5,17,,Canadian Tire,Other,Ultimate Car Wash $5 on Friday (Min 15L fuel required),7718,16
28,chun_man17,"Jun 24th, 2020 4:22 pm",,"Jul 7th, 2020 10:48 am",,,87,,LCBO,Groceries,Free charcuterie board with purchase of two packs of 6-tall can Stella,34858,52
29,harold_callahan,"Jul 7th, 2020 8:48 am",,"Jul 7th, 2020 10:31 am",Home & Garden,$9.31,7,38% Off,Amazon.com,Other,"Genuine Instant Pot Tempered Glass Lid, 9 in. (23 cm), 6 Quart, Clear | 38% Off | $9.31",2037,-12
0,meetulp,"Jul 7th, 2020 8:24 am",,"Jul 7th, 2020 8:34 am",Home & Garden,109,2,50%,Walmart,Appliances,Sun Joe SPX7000E 2-in-1 Electric Pressure Washer | 1700-Max PSI | 1.45-GPM | Built In Wet/Dry Vacuum System $109,1183,2
1,typhooney,"Jul 5th, 2020 12:10 pm",,"Jul 7th, 2020 7:16 am",Apparel,20.97,33,22,Amazon.ca,Men's Apparel,Fruit of the Loom - Loose Fit Boxers - 5 pack - $20.97,10104,1
2,forevergone,"Jun 28th, 2020 12:30 am","July 2, 2020","Jul 7th, 2020 7:14 am",Computers & Electronics,119.99,27,,Staples,Cameras,Canon 50MM F1.8 STM @ $119.99 (NIFTY FIFTY),8462,17
3,hiredmuscle,"Jun 12th, 2020 1:03 am",,"Jul 7th, 2020 6:01 am",,,159,20-22% Off,Amazon.ca,Computers & Electronics,Eero Mesh Networking Systems Sale 20-22% Off,30024,12
4,Mr2828,"Jun 11th, 2020 3:45 pm",,"Jul 7th, 2020 4:05 am",,,53,,,Apparel,Ultraboost $125 or $112.50,22976,45
5,jdewit,"Jun 30th, 2020 7:46 pm",,"Jul 7th, 2020 1:53 am",,69.99,29,,Costco,Groceries,Costco Liquor [ALBERTA ONLY] Chardonnay $70/case,7457,24
6,deals46,"Jun 17th, 2020 3:03 pm",,"Jul 7th, 2020 1:09 am",Entertainment,,16,,,"Books, Music, Movies, Magazines",Rent a movie for $0.99 or $1.49 YMMV,5128,22
7,Blubbs,"Jul 3rd, 2020 2:18 pm",,"Jul 7th, 2020 12:43 am",Computers & Electronics,827.99,11,,Samsung,Cell Phones,Samsung Galaxy S10 $827.99 from Samsung with SPC free trial,2821,-6
8,CrackTheDeal,"Jul 6th, 2020 7:50 pm",,"Jul 7th, 2020 12:31 am",,$1.99,7,90%,,Computers & Electronics,SimCity 4: Deluxe Edition (PC or Mac Digital Download) for $1.99,2513,13
9,NixxonExxo,"Jul 6th, 2020 2:38 pm","July 12, 2020","Jul 7th, 2020 12:26 am",Restaurants,7x Points,25,,Tim Hortons,Coffee & Desserts,HOT! YMMV. Earn 7x Points per Order With Mobile App,3569,-18
10,blyndfyre,"Jul 6th, 2020 3:18 pm","July 19, 2020","Jul 6th, 2020 11:57 pm",,$4.99,20,$10 off,Princess Auto,Automotive,Rubber Wheel Chock ($4.99),4313,5
11,DragonRider,"Jun 1st, 2020 7:39 am","July 31, 2020","Jul 6th, 2020 11:52 pm",Restaurants,,36,< 50% o,American Express,Fast Food,Spend at least $10 at Panago Pizza and Earn a $5 credit,6519,22
12,MoonDoggy,"Jul 6th, 2020 2:47 pm",,"Jul 6th, 2020 11:26 pm",,,24,,Domino's Pizza,Restaurants,Domino's Monday 50% off pizza menu (GTA/YMMV),4134,8
13,wilson881,"Jul 6th, 2020 12:52 pm",,"Jul 6th, 2020 11:23 pm",Kids & Babies,$34.92,8,,Walmart,Toys & Games,Pokemon Sun & Moon Hidden Fates Restock!,3559,0
14,immad01,"Jul 6th, 2020 11:14 pm","July 9, 2020","Jul 6th, 2020 11:14 pm",Home & Garden,$21.49,0,50%,TSC Stores,Home Improvement & Tools,"Milwaukee 2 Pc. 7"" & 10"" TORQUE LOCK™ CURVED JAW LOCKING PLIERS SET WITH GRIP for $21.49",1533,4
15,airartaura,"Jul 5th, 2020 8:24 pm",,"Jul 6th, 2020 10:35 pm",,,31,,PerfectLens.ca,Beauty & Wellness,Daily Contacts For Less,5534,6
16,BobSagget,"Jul 1st, 2020 7:38 pm","July 5, 2020","Jul 6th, 2020 9:41 pm",,$0.00,8,,,Computers & Electronics,Free unlimited usenet access until July 5th and $36 USD yearly subscription,3142,4
17,TheCurse9,"Jul 6th, 2020 9:28 pm",,"Jul 6th, 2020 9:28 pm",Entertainment,2.99,0,,Apple,"Books, Music, Movies, Magazines",iTunes: Arrow Films Movie collection ($2.99 each),1178,3
18,TheQuestion,"Jul 6th, 2020 9:23 am",,"Jul 6th, 2020 9:13 pm",Kids & Babies,24.99,6,,,Toys & Games,Mortal Kombat - Spawn Action Figure - $24.99,2614,12
19,tvaddicto,"Jul 6th, 2020 9:26 am",,"Jul 6th, 2020 9:13 pm",Home & Garden,39.99,19,70%,Canadian Tire,Home Improvement & Tools,Oscillating Tool - Mastercraft 2.2A Corded Multi-Crafter - $39.99,3574,3
20,mussitate,"Jul 6th, 2020 1:49 am","July 10, 2020","Jul 6th, 2020 8:47 pm",Automotive,58.42,28,,,Auto Parts & Accessories,70mai Dash Cam Lite 1080P | $54.04 + $4.38 shipping,3744,1
21,immad01,"Jul 6th, 2020 2:20 pm","July 19, 2020","Jul 6th, 2020 8:37 pm",Home & Garden,$49.99,19,,Princess Auto,Home Improvement & Tools,800 lb Hand Truck for $49.99,4220,3
22,2Riskit,"Jul 6th, 2020 2:54 pm",,"Jul 6th, 2020 8:35 pm",Home & Garden,,6,,Princess Auto,Home Improvement & Tools,Rust Check® Rust Inhibitor $5.99 / B'Laster lub $4.99,2372,3
23,RuLa Of Da WoRlD,"Jul 6th, 2020 4:44 pm","July 12, 2020","Jul 6th, 2020 8:28 pm",,,6,,,Entertainment,"Scene Members enjoy ONE FREE HOUR of gaming every day, until July 12",5599,10
24,number8888,"Jul 6th, 2020 2:39 pm",,"Jul 6th, 2020 8:02 pm",,59.99,6,,Costco,Kids & Babies,Evenflo 4-in-1 High Chair - $59.99 - online,3062,4
25,thriftshopper,"Jul 5th, 2020 3:11 pm",,"Jul 6th, 2020 7:27 pm",,,17,,,Sports & Fitness,Decathlon.ca - free shipping over $75,3210,5
26,cyndihuu,"Jul 5th, 2020 7:05 pm",,"Jul 6th, 2020 7:25 pm",Sports & Fitness,68,20,54% off,Groupon Canada,Gyms & Related Services,54% off One-Month Unlimited Gym Membership [eMbody Fitness],3755,-29
27,idiotcanuck,"May 23rd, 2020 12:26 pm",,"Jul 6th, 2020 7:20 pm",Automotive,79,42,,Amazon.ca,Auto Parts & Accessories,"Awesafe 10 Inch Mirror Dash Cam HD Front and Rear Dual Cam, Parking Monitor and Night Vision $79 W/Prime 1 Day Delivery",12517,4
28,Rawrben,"Jul 6th, 2020 11:18 am",,"Jul 6th, 2020 7:10 pm",,88.99,10,36% Off,Amazon.ca,Computers & Electronics,"Corsair HS70 Pro Wireless Gaming Headset, Carbon - 88.99$ Lowest price!",3354,1
29,RDodds,"Jul 6th, 2020 5:36 pm","September 30, 2020","Jul 6th, 2020 7:08 pm",,,1,$15,Walmart,Groceries,Walmart $15 off online grocery orders of $75+ (Targeted YMMV),1285,-1
0,immad01,"Jul 6th, 2020 11:51 am","July 19, 2020","Jul 6th, 2020 7:00 pm",Home & Garden,,4,,Princess Auto,Home Improvement & Tools,"Power Fist 4 pc 7 in. Snap Ring Plier Set for $12.49, Titan 5 pc Mini Plier Set for $10, 3 pc Adjustable Wrench Set $10",2009,6
1,denis220,"Jul 6th, 2020 1:29 pm",,"Jul 6th, 2020 6:17 pm",Sports & Fitness,58.11,8,,Sport Chek,Equipment,Rossignol Experience 77 Skis & LOOK Xpress 11 Bindings 2016/17 - $58.11,1770,2
2,Vovchyk,"Jul 3rd, 2020 10:06 pm",,"Jul 6th, 2020 6:11 pm",Automotive,,54,,Costco,Other,Costco - Sign up for autorenewal of your Costco membership and get BBQ Grill Scraper,14624,-7
3,jordanchang,"Jul 1st, 2020 1:05 pm",,"Jul 6th, 2020 5:01 pm",Computers & Electronics,$39.99,49,43%,Amazon.ca,Peripherals & Accessories,Logitech M720 Triathlon Mouse $39.99,14662,32
4,djpr,"Jul 6th, 2020 11:48 am",,"Jul 6th, 2020 4:31 pm",Computers & Electronics,,16,$5,eBay.ca,Other,"eBay $5 coupon of purchase of $5.01 (Targeted, YMMV)",2756,-7
5,GitGudSam,"Jun 29th, 2020 2:10 pm",,"Jul 6th, 2020 4:15 pm",Computers & Electronics,$19.99,43,50% off,Amazon.ca,Peripherals & Accessories,Logitech M330 Silent Plus Wireless Mouse - $19.99 (50% OFF),12237,27
6,hashim6,"Apr 21st, 2020 7:01 pm",,"Jul 6th, 2020 4:13 pm",Home & Garden,476.1,595,PM,Home Depot,Outdoors & Patio,"Lawn Mower Toro 20340 - $476.10 (after PM, YMMV)",100927,39
7,Jammer005,"Jul 3rd, 2020 7:00 pm","July 17, 2020","Jul 6th, 2020 3:59 pm",,$22.98,9,42% Off,,Computers & Electronics,WeMo Mini Smart Plug $22.98 reg. $39.99 [warm] was previously $29.99,2605,-9
8,immad01,"Jul 6th, 2020 2:11 pm",,"Jul 6th, 2020 3:18 pm",,,3,,Princess Auto,Automotive,Power Fist 4 Ton Low-Profile Floor Jack for $169.99,1156,7
9,chatbox,"Jul 5th, 2020 8:12 pm",,"Jul 6th, 2020 2:40 pm",Computers & Electronics,315.99,12,,,Peripherals & Accessories,XPG SX8200 Pro 2TB 3D NAND NVMe Gen3x4 PCIe M.2 2280 Solid State Drive R/W 3500/3000MB/s SSD - $315.99,2820,-5
10,coopercold,"Jun 21st, 2020 11:48 am",,"Jul 6th, 2020 1:45 pm",Home & Garden,,15,,Amazon.ca,Other,"Pine-Sol Disinfectant Cleaner (kills 99.9% bacteria/virus, use as directed) 1.41 L - $2.13 / $1.90 S&S + F/S w/o Prime",5202,19
11,PenguinoPenguini,"Jun 11th, 2020 1:57 pm","July 31, 2020","Jul 6th, 2020 1:38 pm",,Free,1,,spccard.ca,Computers & Electronics,Free SPC Membership until July 31st,2401,9
12,bubak,"May 6th, 2020 6:00 pm","July 1, 2020","Jul 6th, 2020 1:37 pm",Computers & Electronics,,16,,,Cell Phones,Speakout $125 for $100 is back,5688,5
13,immad01,"Jul 6th, 2020 11:55 am","July 19, 2020","Jul 6th, 2020 1:21 pm",Home & Garden,,1,,Princess Auto,Home Improvement & Tools,14 pc Power Nut Driver Bit Set for $3.99 or 10 pc Belt Clip #2 Square Power Driver Bits for $7.99,1361,5
14,Curiosity,"Jul 4th, 2020 11:53 am",,"Jul 6th, 2020 1:15 pm",,$4,16,,Dollarama,Home & Garden,Jack Nicklaus Wine Chller $39 / Bottle Cooler $29 | $4.00 each,9180,20
15,balladmonger,"Jul 5th, 2020 7:49 pm",,"Jul 6th, 2020 12:42 pm",Home & Garden,111,11,26%,Amazon.ca,Home Improvement & Tools,DEWALT DCE100B 20V MAX Compact Jobsite Blower $111,4009,1
16,Nibbsie,"Jul 6th, 2020 6:39 am",,"Jul 6th, 2020 12:21 pm",,,9,,Best Buy,Computers & Electronics,Blue microphones- yeti blackout *PRICEMATCHED* YMMV $119.99,3910,-1
17,apvm,"Jun 25th, 2020 9:18 pm","July 9, 2020","Jul 6th, 2020 12:08 pm",,$129.99,10,,Best Buy,Computers & Electronics,Seagate Expansion 6TB USB 3.0 Desktop External Hard Drive $129.99,3232,-8
18,hesp,"Jul 6th, 2020 11:52 am",,"Jul 6th, 2020 11:52 am",Sports & Fitness,999.99,0,,London Drugs,Equipment,LD: Flaman Inspire IC1 Spin Bike - $1000,709,0
19,Phoebus2013,"Jul 4th, 2020 3:13 pm",,"Jul 6th, 2020 11:37 am",,$359.10,27,,Microsoft Store,Computers & Electronics,Razer Core X Thunderbolt 3 External Graphics Enclosure,11138,6
20,hill15,"Jul 6th, 2020 10:27 am",,"Jul 6th, 2020 11:27 am",Home & Garden,$2.62,3,,Lowe's,Outdoors & Patio,Rubberific Gray or Brown Splash Block $2.62 (Reg. $10.49),1576,6
21,Themajorbrandon,"Jul 5th, 2020 8:18 am","July 8, 2020","Jul 6th, 2020 11:27 am",Home & Garden,89.97,5,,Home Hardware,Home Improvement & Tools,"Worx 20 Volt 12"" Lithium-Ion String Lawn Trimmer - $89.97 (Reg 129.99)",1947,7
22,Cheapo-Findo,"Jul 5th, 2020 12:24 pm","July 19, 2020","Jul 6th, 2020 11:20 am",,,7,,,Restaurants,30% off all orders of $35 or more (Pickup or Delivery) YMMV,3815,-6
23,karthiks,"Jun 27th, 2020 11:28 pm",,"Jul 6th, 2020 11:05 am",,,31,60% ++,Gap,Apparel,"Great GAP Sale: up to 60% off, extra 50% off markdowns, extra 10% off everything else",12864,19
24,katwittfan,"Jul 2nd, 2020 3:12 pm","July 5, 2020","Jul 6th, 2020 11:03 am",Computers & Electronics,,11,,,Cell Phones,Apple iphone 11 64gb w/20gb data $84.25 + tax/month w/$190 BIB **flash sale 4 days only** EPP deal no buds,3611,-7
25,jenviea,"Feb 19th, 2020 8:10 pm","September 11, 2020","Jul 6th, 2020 10:55 am",,,68,,,Groceries,Kelloggs $5 Grocery Card on purchase of 2 family sized cereals (previously Gas Card),22904,16
26,davext,"Jul 5th, 2020 12:30 pm",,"Jul 6th, 2020 10:12 am",,33.89,16,$8 off,Costco,Groceries,Redbull 24 x 250ml $33.89,3285,-4
27,ecgz88,"Jul 3rd, 2020 2:02 am",,"Jul 6th, 2020 10:10 am",Entertainment,,3,,,"Books, Music, Movies, Magazines",Shutterfly Photo Books From $12.99 Shipped And Stack With Unlimited Free Pages,2908,11
28,maxpayne77,"Jul 6th, 2020 9:46 am","July 19, 2020","Jul 6th, 2020 10:06 am",,44.99,1,$15 off,Costco,Automotive,SANSZO High Performance Waterless Wash $44.99,1797,-3
29,harold_callahan,"Jul 6th, 2020 8:47 am",,"Jul 6th, 2020 9:57 am",Home & Garden,$26.99,5,40% Off,Amazon.ca,Other,"Zenith Bathstyles Tension Pole Shower Caddy, Satin Nickel Finish | 40% Off | $26.99",1526,2
0,fayfayfay,"Mar 23rd, 2020 5:49 pm",,"Jul 6th, 2020 9:45 am",Computers & Electronics,149.97,424,40% off,,Home Theatre & Audio,R1850DB Bookshelf Speakers 40% off + other speakers and headphones,126336,104
1,arestel,"Jul 3rd, 2020 5:51 pm","July 8, 2020","Jul 6th, 2020 9:14 am",Computers & Electronics,374.99,11,,Bose Canada,Home Theatre & Audio,$374.99 Bose Noise Cancelling Headphones 700 – Refurbished,3914,1
2,ji_hyun_jun,"Jun 28th, 2020 6:01 am",,"Jul 6th, 2020 9:13 am",Home & Garden,,7,,Princess Auto,Home Improvement & Tools,3 & 4 in. Quick Release C-Clamps [$6.99 / 8.99] + FS over $25,4174,3
3,hoanboy,"Jun 26th, 2020 10:03 am",,"Jul 6th, 2020 9:12 am",Home & Garden,9.99,33,65%,Princess Auto,Home Improvement & Tools,3 pc Magnetic Tool Holder Bar Set $9.99,13221,44
4,MarleauP,"Jul 4th, 2020 9:50 am",,"Jul 6th, 2020 8:53 am",,$5,12,,,Computers & Electronics,"Unlimited Usenet for US$35/year, 500GB Blocks for US$5, 6 Months Unlimited for US$18 @ UsenetExpress Independence Day",3520,2
5,jg123,"Jul 2nd, 2020 3:42 pm",,"Jul 6th, 2020 2:09 am",,55.99,56,,,Beauty & Wellness,Manscaped Deal for Lawnmower 2.0 $55.99 all-in with code,17508,-37
6,KCdubs,"Jul 5th, 2020 9:01 am","July 8, 2020","Jul 6th, 2020 12:22 am",,,15,,Real Canadian Superstore,Home & Garden,"YMMV-Get $50 off when you redeem 40,000 or more points on kitchen prep and appliances",3482,1
7,haroldliang,"Apr 22nd, 2020 6:43 pm",,"Jul 5th, 2020 11:41 pm",Computers & Electronics,,170,,,Cell Phones,Samsung A51 and A71 $383.99 and $479.99 with SPC card,54137,17
8,YangZ587,"Jul 5th, 2020 11:12 pm",,"Jul 5th, 2020 11:22 pm",,112.5,1,,,Apparel,"Ultraboost shoes 20, 19 $112.5",3640,1
9,DevenP097,"Jul 5th, 2020 6:05 pm",,"Jul 5th, 2020 10:40 pm",Home & Garden,159.99,5,,Princess Auto,Home Improvement & Tools,Bissell SmartClean Robot Vacuum Reg:$499.99 Hot Buy:$159.99,3999,3
10,Sweety,"May 4th, 2020 9:00 am","August 31, 2020","Jul 5th, 2020 10:16 pm",Financial Services,,93,,,Banking & Investing,2.8% Interest Offer - by invitation only (YMMV),24078,1
11,frankelele,"Jul 5th, 2020 8:51 pm",,"Jul 5th, 2020 10:06 pm",,180,3,55,,Apparel,TNF GOTHAM JACKET III (only L/XL/XXL/3XL) - $180,2581,0
12,isrdum,"Jul 5th, 2020 11:46 am",,"Jul 5th, 2020 8:54 pm",,,2,,Amazon.ca,Groceries,Kellogg's Corn Flakes Cereal 1220g -- 4.44$ (Add-On),2616,11
13,PeterS582,"Jul 5th, 2020 2:35 pm","July 6, 2020","Jul 5th, 2020 7:54 pm",Entertainment,,2,10% off,,"Books, Music, Movies, Magazines",zavvi.com 10 percent off sitewide,1459,-2
14,zekester,"Jun 12th, 2020 12:57 pm",,"Jul 5th, 2020 7:51 pm",Automotive,14.99,37,70%,Canadian Tire,Other,"MAXIMUM 1/2-in DriveFlex Breaker Bar, 24-in - $14.99",7978,16
15,peter10111,"Jun 9th, 2020 6:28 pm",,"Jul 5th, 2020 7:43 pm",,$50,15,,Walmart,Computers & Electronics,"JBL TUNE 600BTNC $50 (in-store, YMMY)",10152,2
16,Truenorthmoose,"Jul 4th, 2020 9:03 pm",,"Jul 5th, 2020 7:25 pm",Apparel,,8,,Walmart,Women's Apparel,Women’s maternity jeans select sizes (jordache brand) 0.02 Cents! YMMV,3684,8
17,gsue88,"Apr 17th, 2020 12:35 am",,"Jul 5th, 2020 6:56 pm",,,318,Up to 50%,,Restaurants,"Frontline and Healthcare Worker Deals in Vancouver, GTA, ON and Canada",141971,90
18,dalolaw636222067445168000,"Jul 5th, 2020 4:18 pm","July 6, 2020","Jul 5th, 2020 6:52 pm",Home & Garden,174.49,2,50$ + 15%,PetSmart,Pets,"Fluval canister filters (107, 307, 407, FX models)",1436,4
19,qpoqpo,"Jul 5th, 2020 3:49 pm",,"Jul 5th, 2020 6:25 pm",,34.99,9,,Amazon.ca,Computers & Electronics,TP-link kasa 3 outlet smart power strip $34.99,3250,16
20,randomwordcombo,"Jul 4th, 2020 10:08 am","August 5, 2020","Jul 5th, 2020 5:30 pm",Home & Garden,,19,,IKEA,Furniture,Feiring King/Queen bed frame and Mathopen King headboard extra discount in store (YMMV),8613,15
21,CanadianHummus,"Jun 29th, 2020 10:49 am",,"Jul 5th, 2020 5:23 pm",,79.99,23,,Amazon.ca,Computers & Electronics,Ultimate Ears WONDERBOOM 2 - Concrete ($79.99),7961,6
22,andygps,"Jun 30th, 2020 7:14 pm",,"Jul 5th, 2020 4:36 pm",Home & Garden,19.88,23,,Home Depot,Home Improvement & Tools,RYOBI 18V ONE+ Cordless Full Size Glue Gun (Bare-Tool) - $19.88,7452,15
23,essjayess,"Jul 5th, 2020 3:30 pm",,"Jul 5th, 2020 4:15 pm",Beauty & Wellness,$2.50,1,,Amazon.ca,Beauty Supplies & Personal Care,"Freeman Beauty Mint + Lemon Clay Mask, 175 mL, $2.50 (min order 2)",1218,3
24,matg8211,"Jul 5th, 2020 12:28 pm",,"Jul 5th, 2020 4:00 pm",Home & Garden,90$,8,,Home Depot,Home Improvement & Tools,HomeDepot- YMMV- 199$ down to 90$ (AMZ P.M) - Makita Cordless 18V LXT Leaf Blower DUB184Z,2350,0
25,hitman82,"Jun 21st, 2020 4:42 am",,"Jul 5th, 2020 3:51 pm",Entertainment,9.99,16,67% off,,"Books, Music, Movies, Magazines",[Google Play Store] Sonic The Hedgehog (2020) 4K $9.99,4148,9
26,Minimo07,"Jun 26th, 2020 10:38 am",,"Jul 5th, 2020 2:31 pm",Beauty & Wellness,4,42,81% off,Dollarama,Beauty Supplies & Personal Care,Neutrogena Hydroboost 30 Sunscreen $4 (shoppers selling $21.99) / Ultrasheer Face Sunscreen SPF 60 YMMV?,12146,24
27,Hsharpreet,"Jul 5th, 2020 12:42 am",,"Jul 5th, 2020 1:25 pm",,6.99,17,,Microsoft Store,Computers & Electronics,Belkin Universal Home Charger with Micro USB ChargeSync Cable - 4 ft (1.2 m) - $6.99,5963,8
28,tkl,"Jun 27th, 2020 6:28 pm",,"Jul 5th, 2020 1:20 pm",,6.99,1,- $9.00,Loblaws,Groceries,"Hwy7/High Tech loc only, Clearance - Sunspun 20kg all purpose flour, $ 6.99",1877,4
29,xkodx,"Jun 29th, 2020 10:07 am",,"Jul 5th, 2020 12:30 pm",,36.00,28,,Dollarama,Groceries,Lysol spray in stock (case of 12),8752,-3
0,SteveSays,"Jul 4th, 2020 11:17 am","July 5, 2020","Jul 5th, 2020 12:27 pm",Computers & Electronics,119.99,12,52% off,eBay.ca,Home Theatre & Audio,130$ (52%) off Bose Solo 5 TV Sound System at $119.99,4989,4
1,CopperPond,"Jul 5th, 2020 11:58 am","July 31, 2020","Jul 5th, 2020 11:58 am",Financial Services,,1,,CIBC,Credit Cards,CIBC Visa Aerogold Offer - 3 Extra Miles per $1 spent Online (YMMV),990,4
2,sprung,"Jul 5th, 2020 11:25 am",,"Jul 5th, 2020 11:33 am",Sports & Fitness,$3,1,,,Equipment,Hamilton - $3 for 3 months bike share. For people in need,953,1
3,shoppingguy,"Jun 4th, 2020 12:09 pm",,"Jul 5th, 2020 10:18 am",,$19.99,28,80% off,The Bay,Home & Garden,Mikasa Gianna 8-Piece Crystal Wine Glass Set 80% off Sale Price $19.99,13044,18
4,CHwhitecaps,"Jul 5th, 2020 12:33 am","July 6, 2020","Jul 5th, 2020 12:33 am",,,0,,Microsoft Store,Computers & Electronics,MS store - Multilingual Translator (free),238,2
5,Charles,"Jun 25th, 2020 5:36 pm","August 2, 2020","Jul 5th, 2020 12:15 am",,31.99,22,,Costco,Groceries,Costco.ca ONLINE ONLY Ethical bean coffee 2x900g $31.99,5566,9
6,DrDoomsday,"Jul 4th, 2020 2:49 pm",,"Jul 4th, 2020 11:57 pm",,,4,,Staples,Computers & Electronics,Ooma Telo Home phone service device $99.99,2021,4
7,r_wong87,"Jul 1st, 2020 9:44 pm",,"Jul 4th, 2020 11:36 pm",Small Business,4.45,51,61% off,Amazon.ca,Office Supplies,Pentel P207 Mechanical Drafting Pencil (2-pack) $4.45,15893,51
8,immad01,"Jul 3rd, 2020 10:07 am","July 9, 2020","Jul 4th, 2020 9:20 pm",Home & Garden,$9.99,10,,Canadian Tire,Home Improvement & Tools,"MAXIMUM 4.5-in Thin Cutting Disc Set, 20-pc for $9.99",3634,6
9,Anarchaotic,"Jul 2nd, 2020 4:41 pm",,"Jul 4th, 2020 8:22 pm",Computers & Electronics,549.99,7,,,Video Games,Oculus Quest - $549 (No Shipping or Tax) - Direct from Oculus Store,4509,10
10,dealfinder2453,"Jun 11th, 2020 10:30 am","June 23, 2020","Jul 4th, 2020 7:20 pm",Home & Garden,,54,Up to 60%,Zwilling J.A. Henckels,Other,ZWILLING J.A.Henckels Anniversary Sale,21369,6
11,klamchowder,"Jun 16th, 2020 11:19 am","August 31, 2020","Jul 4th, 2020 6:12 pm",,,9,$20 credit,,Groceries,Amex: GoodFood $20 credit on spend $80,2318,5
