original_index,is_outlier,begruendung,zielspalten_bewertet
79,False,Ein Sample Sale mit bis zu 70% Rabatt bei einer bekannten Marke wie TOMS Shoes rechtfertigt die hohe Aufmerksamkeit (7173 Views) und moderate Diskussion (22 Replies). Die leicht negativen Votes (-1) sind im Kontext von Deal-Foren normal und können auf gemischte Meinungen zur Verfügbarkeit oder Attraktivität hinweisen.,"['replies', 'views', 'votes']"
80,True,"Das Verhältnis von 87 Antworten zu nur 11 Votes bei über 10.000 Views ist für einen Hardware-Deal deutlich ungewöhnlich. Normalerweise würde ein Deal mit so hohem Engagement (87 Diskussionsbeiträge) deutlich mehr Votes erhalten, was auf eine Anomalie in der Interaktionsdynamik hindeutet.","['replies', 'views', 'votes']"
81,False,"Ein Raspberry Pi 4 mit 8GB ist ein gefragtes Tech-Produkt, dessen Verfügbarkeit in der Community hohes Interesse weckt. Die 4922 Views und 34 Replies sind für ein solches Produkt im Bereich Computers & Electronics plausibel, während der leicht negative Vote-Wert (-1) auf gemischte Bewertungen hindeutet, was bei Verfügbarkeits-Posts durchaus normal ist.","['replies', 'views', 'votes']"
82,False,"Das Engagement ist für einen Laptop-Deal in dieser Preisklasse mit mehreren Konfigurationsoptionen und Rabatten plausibel. Die hohen Views (55472) und Replies (361) bei moderaten Votes (23) passen zu einem technisch detaillierten Deal, der viel Diskussion über Spezifikationen auslöst, aber nicht unbedingt von allen als Top-Deal bewertet wird.","['replies', 'views', 'votes']"
83,True,Die Kombination aus extrem hohen Views (507.393) und Replies (2.791) bei vergleichsweise moderaten Votes (63) ist für einen TV-Deal deutlich ungewöhnlich. Selbst bei attraktiven OLED-Angeboten würde man bei diesem außergewöhnlich hohen Engagement deutlich mehr Votes erwarten – das Verhältnis von ~8.000 Views pro Vote weicht stark von typischen Mustern ab.,"['replies', 'views', 'votes']"
84,False,"Ein Business-Desktop mit Ryzen 7 Pro, 16GB RAM und 512GB SSD für ~685$ ist ein solides Angebot, das moderate Aufmerksamkeit rechtfertigt. Die 41 Antworten, 8174 Views und 8 Votes liegen im erwartbaren Rahmen für einen ThinkCentre-Deal in der Computer-Kategorie, der Diskussionen über Specs, Preis-Leistung und Business-Tauglichkeit auslösen kann.","['replies', 'views', 'votes']"
85,False,"Das Engagement ist für einen Laptop-Deal im mittleren Preissegment ($810) mit soliden Specs (Ryzen 5, 16GB RAM) plausibel. 72 Antworten und 14.307 Views bei 6 positiven Votes deuten auf rege Diskussion über Preis-Leistung hin, was bei Elektronik-Deals typisch ist.","['replies', 'views', 'votes']"
86,False,"Das Engagement (11 Antworten, 1876 Aufrufe, 6 Votes) ist für ein Antivirus-Software-Angebot im Bereich Computers & Electronics plausibel. Solche Deals ziehen typischerweise moderate Diskussionen an, da Nutzer Fragen zur Lizenzierung, Verlängerung oder Alternativen haben, während die Aufrufe durch allgemeines Interesse an Sicherheitssoftware erklärt werden können.","['replies', 'views', 'votes']"
87,True,"Das Verhältnis von 354 Antworten bei nur 32 Votes ist extrem ungewöhnlich – typischerweise generieren Threads mit so vielen Diskussionsbeiträgen deutlich mehr Votes. Die hohe Anzahl an Views (74586) passt zwar zur Diskussionsintensität, aber die sehr niedrige Vote-Zahl im Verhältnis zu Replies deutet auf eine Anomalie hin.","['replies', 'views', 'votes']"
88,True,Ein einfaches USB-C-Kabel für 4 Dollar bei Dollarama erzeugt 154 Antworten und über 31.000 Aufrufe – dies ist für ein Low-Cost-Standardprodukt extrem ungewöhnlich hoch. Selbst bei gutem Preis-Leistungs-Verhältnis wäre ein solches Engagement-Niveau für diesen simplen Deal-Typ deutlich überdurchschnittlich und kontextuell nicht plausibel erklärbar.,"['replies', 'views', 'votes']"
89,True,"Die Anzahl der Antworten (354) ist im Verhältnis zu den Votes (32) extrem hoch und ungewöhnlich für einen Laptop-Deal. Typischerweise würde ein Deal mit über 74.000 Views und 354 Diskussionsbeiträgen deutlich mehr Votes generieren, was auf eine Anomalie im Engagement-Muster hindeutet.","['replies', 'views', 'votes']"
90,True,Ein einfaches USB-C-Kabel für 4 Dollar bei Dollarama erzeugt 154 Antworten und über 31.000 Aufrufe – dies ist für ein Low-Cost-Standardprodukt extrem ungewöhnlich hoch. Selbst bei gutem Preis-Leistungs-Verhältnis wäre ein solches Engagement-Niveau für diesen simplen Deal-Typ deutlich überdurchschnittlich und kontextuell nicht plausibel erklärbar.,"['replies', 'views', 'votes']"
91,False,"Das Engagement ist für diesen Kontext plausibel: Ein 50%-Rabatt auf Hamilton Beach Haushaltsgeräte bei Walmart zu $19.98 ist ein attraktives Angebot, das moderate Aufmerksamkeit (2530 Views, 8 Replies, 6 Votes) rechtfertigt. Die YMMV-Einschränkung (Your Mileage May Vary) erklärt das nicht übermäßig hohe Engagement, da die Verfügbarkeit begrenzt sein kann.","['replies', 'views', 'votes']"
92,False,"Das Engagement ist für diesen Deal-Kontext plausibel: Office 365 ist ein weit verbreitetes Produkt mit 30$ Rabatt, was moderate Aufmerksamkeit (3976 views, 21 replies) rechtfertigt. Die leicht negativen votes (-2) deuten auf gemischte Bewertungen hin, was bei Software-Abonnements mit variierenden Preiserwartungen normal ist.","['replies', 'views', 'votes']"
93,False,"Das Engagement (8 Antworten, 1584 Aufrufe, 9 Votes) ist für ein zeitlich begrenztes Bonusprogramm-Angebot bei Sport Chek im erwartbaren Rahmen. Solche Cashback-/Punkteaktionen generieren typischerweise moderates Interesse bei einer spezifischen Zielgruppe, was die Werte plausibel erklärt.","['replies', 'views', 'votes']"
94,False,"Das Engagement ist für diesen Deal plausibel: Ein Werkzeug-Deal mit 52% Rabatt bei Home Depot erzeugt erwartbar moderate Interaktion (3 Votes, 2 Replies, 1948 Views). Die Views sind angemessen hoch für ein Heimwerker-Produkt mit solidem Rabatt, während die geringe Diskussion (2 Replies) und moderate Bewertung (3 Votes) typisch für YMMV-Deals sind, die nicht überall verfügbar sind.","['replies', 'views', 'votes']"
95,False,"Das Engagement ist für einen Nintendo Switch Deal im mittleren Preissegment plausibel: 4264 Views und 18 Antworten zeigen solides Interesse an einem bekannten Assassin's Creed Titel. Die -4 Votes deuten auf eine gemischte Bewertung hin, was bei einem Remaster ohne ausgewiesene Ersparnis nachvollziehbar ist.","['replies', 'views', 'votes']"
96,False,"Das Engagement ist für diesen Kontext plausibel: Ein einfaches Hygiene-Produkt (Handdesinfektionsmittel) bei Walmart für ~10$ erzeugt moderates Interesse (2482 Views, 6 Replies) und leicht negative Bewertung (-2 Votes), was auf ein durchschnittliches bis unterdurchschnittliches Deal-Angebot hindeutet. Die Werte passen zum unspektakulären Charakter des Produkts.","['replies', 'views', 'votes']"
97,True,"Ein hochwertiger Bluetooth-Speaker mit extremem Rabatt (88% Ersparnis von $429.99 auf $49.99) zeigt sehr hohes Interesse (13.964 Views, 33 Replies), aber 0 Votes sind für einen derart attraktiven Deal deutlich ungewöhnlich. Bei solch starkem Engagement würde man normalerweise positive oder negative Bewertungen erwarten.","['replies', 'views', 'votes']"
98,False,"Ein Sammelthread zu Gift Card Deals über verschiedene Händler mit hoher Reichweite (373k Views) und starkem Engagement (698 Replies, 319 Votes) ist im Kontext eines Deal-Forums plausibel. Solche Übersichtsthreads bieten dauerhaften Mehrwert, werden häufig aktualisiert und über längere Zeit genutzt, was das hohe Engagement erklärt.","['replies', 'views', 'votes']"
99,False,"Das Lego Harry Potter Schloss ist ein hochpreisiges, begehrtes Sammlerstück mit breiter Zielgruppe, was die hohen Views (3370) bei moderatem Engagement (3 Replies, 4 Votes) plausibel erklärt. Viele Nutzer schauen sich solche Premium-Produkte an, ohne aktiv zu kommentieren, was ein typisches Muster für teure Lego-Sets darstellt.","['replies', 'views', 'votes']"
100,False,"Ein Automotive-Deal von Shell bezüglich Air Miles-Programm zeigt mit 127 Antworten, 16.753 Aufrufen und 30 Votes ein plausibles Engagement-Muster. Das Thema betrifft potenziell viele Karteninhaber, was die hohe Reichweite und Diskussionsintensität im Verhältnis zu den moderaten positiven Votes nachvollziehbar macht.","['replies', 'views', 'votes']"
101,False,"Ein wöchentlicher Grocery-Roundup für Quebec ist ein nützlicher, regelmäßig wiederkehrender Informationspost, der für viele Nutzer relevant ist. Die 2288 Views, 8 Replies und 34 positive Votes sind für solch einen informativen Sammelthread mit regionalem Bezug durchaus plausibel und im erwartbaren Rahmen.","['replies', 'views', 'votes']"
102,False,"Ein Thread über Dollarama-Deals (Discount-Store) in Version 7 deutet auf eine etablierte, beliebte Diskussionsreihe hin. Die hohen Werte (193 Antworten, 80.045 Aufrufe, 117 Votes) sind für einen langlebigen Sammelthread mit regelmäßig aktualisierten Schnäppchen im Home & Garden-Bereich plausibel und kontextgerecht.","['replies', 'views', 'votes']"
103,False,"Der Deal betrifft beliebte Sneaker-Marken (Ultraboost, NMD, Infinity React) mit erheblichen Rabatten (50% + zusätzlich 15-20% off) bei einem bekannten Händler (Foot Locker). Solche attraktiven Schuh-Deals erzeugen typischerweise hohes Engagement in der Sneaker-Community, daher sind 289 Antworten, 80.743 Aufrufe und 137 positive Votes im erwartbaren Rahmen für einen stark nachgefragten Apparel-Deal.","['replies', 'views', 'votes']"
104,False,"Das Engagement ist für einen Credit-Card-Deal mit $20 Cashback-Angebot bei American Express im erwartbaren Rahmen. Die hohen Views (35253) und Replies (263) sowie positiven Votes (74) passen zu einem attraktiven, wiederholbaren Finanzangebot, das typischerweise viel Diskussion und Interesse in Deal-Foren generiert.","['replies', 'views', 'votes']"
105,False,"Ein Mini C64 für $28 mit $72 Rabatt ist ein attraktives Retro-Gaming-Angebot, das nostalgische Gamer anspricht. Die 5814 Views, 12 Votes und 9 Replies sind für ein solches Nischenprodukt mit gutem Preis-Leistungs-Verhältnis im erwartbaren Rahmen und passen zum Kontext.","['replies', 'views', 'votes']"
106,False,"Ein 22-Zoll-Monitor für $98 ist ein solides Budget-Angebot, das moderate Aufmerksamkeit rechtfertigt. Die 4641 Views, 13 Replies und 4 Votes liegen im erwartbaren Rahmen für ein Elektronik-Deal mit gutem Preis-Leistungs-Verhältnis, ohne außergewöhnlich zu sein.","['replies', 'views', 'votes']"
107,False,"Ein siteweiter 30%-Rabatt bei Adidas ist ein attraktives Angebot, das hohes Interesse erklärt. Die 5729 Views, 23 Replies und 5 Votes sind für einen solchen Deal von einem bekannten Markenhersteller im erwartbaren Rahmen und zeigen normales Engagement.","['replies', 'views', 'votes']"
108,False,"Das Engagement ist für diesen Deal angemessen: Ein Nischenprodukt (RGB-Lüfter für PC-Enthusiasten) im mittleren Preissegment erzeugt moderate Interaktion mit 6 Antworten, fast 1500 Views und 2 positiven Votes. Dies entspricht dem typischen Muster für Computer-Hardware-Deals mit begrenzter, aber interessierter Zielgruppe.","['replies', 'views', 'votes']"
109,False,"Ein Kreditkarten-Bonusprogramm (5x Points) in der Kategorie 'Financial Services' mit 11.161 Views, 55 Replies und 21 Votes zeigt ein plausibles Engagement-Niveau. Solche zeitlich begrenzten Angebote (July 15 - Aug 15) mit YMMV-Hinweis (Your Mileage May Vary) erzeugen typischerweise moderate bis hohe Diskussionen unter interessierten Nutzern, was die Werte gut erklärt.","['replies', 'views', 'votes']"
110,False,"Das Engagement ist für einen Multi-Produkt-Deal aus dem Home & Garden Bereich bei Home Hardware plausibel. 2472 Views, 8 Replies und 4 Votes passen zu einem soliden Angebot mit Werkzeugen und Gartenbedarf, das moderate Aufmerksamkeit und Diskussion generiert, ohne außergewöhnlich viral oder kontrovers zu sein.","['replies', 'views', 'votes']"
111,True,"Ein Mini-ITX PC-Gehäuse mit moderater Ersparnis ($12.89) und 4 positiven Votes hat 1454 Views aber 0 Replies, was ungewöhnlich ist. Bei dieser hohen Anzahl an Aufrufen wäre zumindest eine geringe Anzahl an Antworten (Fragen zu Kompatibilität, Erfahrungen, etc.) für ein Nischenprodukt im PC-Bereich zu erwarten.","['replies', 'views', 'votes']"
112,True,"Der Titel 'Enercare Credits! YMMV' ist sehr kryptisch und bietet kaum erkennbaren Deal-Wert, dennoch zeigt der Thread mit 728 Antworten, 121.409 Aufrufen und 205 Votes ein extrem hohes Engagement. Dieses Niveau ist für einen so unspezifischen Post ohne erkennbaren Preis oder Ersparnis im Kontext von Haushaltsgeräten deutlich ungewöhnlich hoch.","['replies', 'views', 'votes']"
113,False,"Das hohe Engagement (305 Antworten, 144.657 Aufrufe, 166 Votes) ist für einen Thread über Restaurants während der Pandemie im GTA-Raum plausibel. Das Thema war hochrelevant, betraf viele Menschen direkt und wurde regelmäßig aktualisiert, was anhaltende Diskussionen und wiederholte Aufrufe erklärt.","['replies', 'views', 'votes']"
114,False,"Das Engagement ist für diesen Kontext plausibel: Ein zeitlich begrenztes Bonuspunkte-Angebot bei einem bekannten Händler (Shoppers Drug Mart/Pharmaprix) für Netflix-Geschenkkarten kann durchaus Interesse wecken. 6.417 Views, 29 Replies und 18 Votes sind im Verhältnis zur Attraktivität des Deals (10% Rückerstattung in Punkten) und der regionalen Zielgruppe (Quebec) ein erwartbares Engagement-Niveau.","['replies', 'views', 'votes']"
115,False,"Das Engagement ist für einen kostenlosen Bildungskurs zur CFA-Prüfung (hochspezialisierte Finanzqualifikation) plausibel: Die Zielgruppe ist klein aber engagiert, was moderate Replies (16) und Views (5563) bei positiven Votes (34) erklärt. Das Verhältnis von Views zu Replies (~348:1) und die positive Bewertung passen zu einem nützlichen, aber nischenspezifischen Bildungsangebot.","['replies', 'views', 'votes']"
116,False,"Ein 28"" UHD 4K Monitor für ~$330 mit 10% Cashback ist ein attraktives Tech-Angebot, das plausibel 5253 Views, 19 Replies und 10 positive Votes generieren kann. Das Engagement-Niveau passt gut zu einem soliden Deal in der beliebten Peripherals-Kategorie.","['replies', 'views', 'votes']"
117,False,"Ein refurbished Vitamix-Mixer für ~430$ mit 150$ Ersparnis ist ein solides, aber nicht außergewöhnliches Angebot im Haushaltsgeräte-Segment. Die 1147 Views, 3 Replies und 0 Votes (neutral) spiegeln moderates Interesse wider, was für ein Nischenprodukt im mittleren Preissegment plausibel und unauffällig ist.","['replies', 'views', 'votes']"
118,False,"Ein 49-Zoll-Gaming-Monitor mit 1440p und 120Hz für $1299 ist ein hochwertiges, spezialisiertes Produkt, das naturgemäß viel Interesse und Diskussionen in der Tech-Community auslöst. Die 91 Antworten, 13681 Views und 16 Votes sind für ein solches Premium-Elektronikprodukt im erwartbaren Rahmen und spiegeln typisches Engagement für teure Gaming-Hardware wider.","['replies', 'views', 'votes']"
119,False,"Ein refurbished Vitamix-Mixer für ~430$ mit 150$ Ersparnis ist ein solides, aber nicht außergewöhnliches Angebot im Haushaltsgeräte-Segment. Die 1151 Views, 3 Replies und 0 Votes (neutral) spiegeln ein moderates Interesse wider, das für ein Nischenprodukt im mittleren Preissegment typisch ist.","['replies', 'views', 'votes']"
120,False,"Ein 49-Zoll-Gaming-Monitor für $1299 ist ein hochwertiges, spezialisiertes Produkt, das in der Tech-Community großes Interesse weckt. Die 13.691 Views, 91 Replies und 16 Votes sind für ein solches Premium-Elektronikprodukt im erwartbaren Rahmen und spiegeln typisches Engagement für teurere Tech-Deals wider.","['replies', 'views', 'votes']"
121,False,"Ein kostenloser Video-Game-Deal (100% Ersparnis) bei einem bekannten Gaming-Händler rechtfertigt plausibel 2358 Views, 11 Replies und 9 positive Votes. Das Engagement liegt im erwartbaren Rahmen für ein Gratis-Spiel-Angebot in einer Gaming-Community.","['replies', 'views', 'votes']"
122,False,"Das Engagement ist für einen Banking-Deal mit $300 Cash-Bonus plausibel: 7343 Views zeigen solides Interesse an einem finanziellen Angebot, 20 Replies deuten auf Diskussionen zu Bedingungen/Erfahrungen hin, und -3 Votes sind im Kontext von Bankkonten-Deals normal, da diese oft kontrovers bewertet werden (Gebühren, Bedingungen, persönliche Präferenzen).","['replies', 'views', 'votes']"
