original_index,Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
71,12,amazedal,2020-07-04T15:37:00,,2020-07-17T03:13:00,,164.96,75,,The Source,Home & Garden,August Smart Lock Pro+ Connect - Silver ($164.96+tax),http://www.kqzyfj.com/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Fbrands%2Faugust-home%2Faugust-smart-lock-pro%252b-connect---silver%2Fp%2F108076443&sid=rfdcb,17877,19
72,13,jugojugo,2020-07-08T21:26:00,,2020-07-17T03:02:00,Home & Garden,,149,,Home Depot,Home Improvement & Tools,RYOBI 2020 Summer Tour - 20% off 18V + 40V tools on event day,https://bit.ly/RYOBISummerTour,30163,34
73,14,maverikbc,2020-07-08T21:31:00,,2020-07-17T02:41:00,Financial Services,,92,,,Credit Cards,"TD, BMO, CIBC and Manulife cash back 10% cards welcome bonuses end dates vary",,23616,22
74,15,Manver,2020-07-14T11:00:00,,2020-07-17T02:08:00,Automotive,99.99,31,90.0,Amazon.ca,Auto Parts & Accessories,AUKEY DR03 1080p Dual Dash Cams $99.99 after coupon,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FAukey-Dr03-HD-1080p-Enregistreur-parcours%2Fdp%2FB07FC96SQZ%2Fref%3Dsr_1_4%3Fdchild%3D1%26keywords%3Daukey%2Bdual%2Bdash%2Bcam%26qid%3D1594738595%26sr%3D8-4&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,6850,7
75,16,canuckcolehead,2020-07-01T00:55:00,2020-07-31,2020-07-17T02:06:00,Financial Services,,86,0.3,Royal Bank,Credit Cards,RBC Rewards 30% off Gift Cards - Petro Canada & others,https://www.rbcrewards.com/#/promotions,26168,69
76,17,Cantthinkofaname,2020-06-27T21:18:00,,2020-07-17T01:58:00,Beauty & Wellness,12.99,105,,Costco,Other,"Cloth Masks at Costco, 3 Pack, $12.99",,50410,33
77,18,Teletran,2020-07-04T12:49:00,,2020-07-17T01:53:00,Computers & Electronics,99.96,120,,,Video Games,Ring Fit Adventure $99.96 @ Walmart Dixie and Dundas and other locations.,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fring-fit-adventure-nintendo-switch%2F6000200479542&u1=rfdcb,34201,21
78,19,adizac,2020-07-13T23:52:00,,2020-07-17T01:34:00,Apparel,49.0,43,,Lululemon,Men's Apparel,"Commission Pant Slim Canvas 34"" - Silver Spoon $49",https://prf.hn/click/camref:1101l5eQw/destination:https%3A%2F%2Fshop.lululemon.com%2Fp%2Fmens-trousers%2FCommission-Pant-Slim-Canvas-34-MD%2F_%2Fprod9890024%3Fcolor%3D9819,11780,17
79,20,wchau85,2020-07-16T14:40:00,2020-07-19,2020-07-17T01:21:00,,,22,0.7,TOMS Shoes,Apparel,TOMS Shoes samples sale ONLINE (Up to 70% off),https://theflashsale.com/,7173,-1
80,21,4Fox1RF,2020-07-14T19:48:00,,2020-07-17T01:16:00,,184.99,87,,Newegg,Computers & Electronics,1TB WD Black SN750 NVMe M.2 2280 $184.99,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=44589&murl=https%3A%2F%2Fwww.newegg.ca%2Fwestern-digital-black-sn750-nvme-1tb%2Fp%2FN82E16820250110%3FItem%3DN82E16820250110&u1=rfdcb,10163,11
81,22,Elecpro,2020-07-15T22:13:00,,2020-07-17T01:12:00,,104.95,34,,,Computers & Electronics,Raspberry Pi 4 Model B/8GB is back in stock,https://www.buyapi.ca/product/raspberry-pi-4-model-b-8gb/,4922,-1
82,23,redflagdealsguy,2020-07-04T08:18:00,,2020-07-17T01:03:00,,999.0,361,,Dell,Computers & Electronics,"Dell 15"" 4700U / 4500U - DC RAM, USB-C DP 4K60 + 65W PD - $999/$849 ($899/$764 Uni) [$827/$703 w/ Uni+Rakuten][Hot/Warm]",http://www.dpbolvw.net/click-749547-12105225?url=https%3A%2F%2Fwww.dell.com%2Fen-ca%2Fshop%2Fdell-laptops%2Fnew-inspiron-15-5000-laptop-amd%2Fspd%2Finspiron-15-5505-laptop%2Fni155000_s103e&sid=rfdcb,55472,23
83,24,brobinsoncc,2019-08-23T00:26:00,,2020-07-17T00:57:00,Computers & Electronics,3298.0,2791,,,Televisions,"(Visions, Costco, BB, 2001) LG OLED 65C9 $3298 55C9 $2298 65B9 $2998 55B9 $1998",https://www.visions.ca/product-detail/49756/lg_65_c9_series_oled_4k_uhd_smart_tv_with_webos_4_5_thinq_ai_and_alpha_9_gen_2?categoryId=0&sku=OLED65C9,507393,63
84,25,ABrunger,2020-07-15T11:12:00,,2020-07-17T00:33:00,Computers & Electronics,684.97,41,,Grand And Toy,Computers & Tablets/eReaders,Lenovo ThinkCentre M725s - SFF - Ryzen 7 Pro 2700 3.2 GHz - 16 GB RAM - 512 GB SSD (French KB) $684.97,http://go.redirectingat.com?id=2927x594702&xs=1&url=https%3A%2F%2Fwww.grandandtoy.com%2Fen%2Fproduct%2FSY6583112_Lenovo_ThinkCentre_M725s_-_SFF_-_Ryzen_7_Pro_2600_3_2_GHz_-_16_GB_-_512_GB_-_Canadian_French_%28Language_French__region_Canada%29.aspx,8174,8
85,26,clergykid,2020-07-09T11:58:00,,2020-07-17T00:26:00,Computers & Electronics,810.0,72,,Amazon.ca,Computers & Tablets/eReaders,"Lenovo Flex 5 14"" 2-in-1 Laptop Ryzen 5 4500U 16gb DDR, 256GB SSD $810",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FLenovo-Processor-Graphics-Included-81X20005US%2Fdp%2FB086226DDB%2Fref%3Dsr_1_1%3Fcrid%3DTBTU2XT8G0HK%26dchild%3D1%26keywords%3Dlenovo%2Bflex%2B5%26qid%3D1594309854%26sprefix%3Dlenovo%2Bf%252Caps%252C278%26sr%3D8-1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,14307,6
86,27,9394,2020-07-16T09:07:00,2020-08-01,2020-07-17T00:26:00,,14.99,11,,bitdefender.com,Computers & Electronics,Bit Defender 1 Year Licenses - $14.99 + $19.99,http://go.redirectingat.com?id=2927x594702&xs=1&url=https%3A%2F%2Fwww.bitdefender.com%2Fmedia%2Fhtml%2Fconsumer%2Frenew%2Fclearance-2020-opt%2F%3Fforce_country%3Dca%26amp%3Bpid%3DEMM_CA_RENEWAL_OFF_EXP_JUL_PGEN%26amp%3Bcid%3D,1876,6
87,28,bg8055,2020-06-10T14:00:00,,2020-07-17T00:13:00,,1099.99,354,,Costco,Computers & Electronics,"HP ENVY x360 15-ee0003ca 2-in-1 Laptop Bundle, AMD Ryzen 7 4700U $1,099.99","https://www.costco.ca/hp-envy-x360-15-ee0003ca-2-in-1-laptop-bundle,-amd-ryzen-7-4700u.product.100657185.html",74586,32
88,29,BhangraMan,2020-07-07T18:45:00,,2020-07-17T00:03:00,,4.0,154,,Dollarama,Computers & Electronics,Mophie USB-C to USB-C 3.1 5ft $4.00,,31282,38
89,0,bg8055,2020-06-10T14:00:00,,2020-07-17T00:13:00,,1099.99,354,,Costco,Computers & Electronics,"HP ENVY x360 15-ee0003ca 2-in-1 Laptop Bundle, AMD Ryzen 7 4700U $1,099.99","https://www.costco.ca/hp-envy-x360-15-ee0003ca-2-in-1-laptop-bundle,-amd-ryzen-7-4700u.product.100657185.html",74604,32
90,1,BhangraMan,2020-07-07T18:45:00,,2020-07-17T00:03:00,,4.0,154,,Dollarama,Computers & Electronics,Mophie USB-C to USB-C 3.1 5ft $4.00,,31291,38
91,2,Strafe1,2020-07-16T19:55:00,2020-07-22,2020-07-16T23:58:00,Home & Garden,19.98,8,50.0,Walmart,Appliances,Hamilton Beach 4 Slice Toaster Oven or 1.7 L Stainless Steel Kettle $19.98 each (Half Price) YMMV,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fhamilton-beach-4-slice-toaster-oven-31401c%2F6000192914996&u1=rfdcb,2530,6
92,3,DJRMITO,2020-07-15T20:08:00,2020-07-31,2020-07-16T23:56:00,Computers & Electronics,49.99,21,30.0,Memory Express,Other,"Office 365 Personal, 1 Year Subscription - $49.99",https://www.memoryexpress.com/Products/MX74096,3976,-2
93,4,Presents,2020-07-16T13:49:00,2020-07-19,2020-07-16T23:56:00,,,8,,Sport Chek,Sports & Fitness,30x Total CT Money when paying with Triangle MC (July 17 to July 18),,1584,9
94,5,Stranger,2020-07-16T21:48:00,,2020-07-16T23:51:00,Home & Garden,118.4,2,52,Home Depot,Home Improvement & Tools,Ryobi 18V ONE+ Cordless Stick Vacuum with Battery and Charger - $118.40 (YMMV),https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ryobi-18v-one-cordless-stick-vacuum-with-battery-and-charger/1001110316,1948,3
95,6,lebrond,2020-07-14T12:22:00,2020-07-21,2020-07-16T23:47:00,Computers & Electronics,18.74,18,,Nintendo,Video Games,Assassin's Creed III: Remastered (Switch) $18.74 on eShop,https://www.nintendo.com/en_CA/games/detail/assassins-creed-iii-remastered-switch/,4264,-4
96,7,saladtoss,2020-07-16T20:54:00,,2020-07-16T23:41:00,Beauty & Wellness,9.98,6,,Walmart,Beauty Supplies & Personal Care,"One Step Hand Sanitizer, Fragrance-Free, 1L, $9.98",http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2F6000079183836&u1=rfdcb,2482,-2
97,8,oj777,2020-07-07T21:22:00,,2020-07-16T23:26:00,,49.99,33,380.0,,Computers & Electronics,Harman Kardon Astra Bluetooth Speaker - Black - Open Box $49.99 (Brand New $429.99),,13964,0
98,9,trystee,2020-01-01T20:32:00,,2020-07-16T23:23:00,,,698,,,Groceries,[Various Retailers] Gift Card Deals And Discounts (2020),,373462,319
99,10,Tanya007,2020-07-16T20:38:00,,2020-07-16T23:15:00,Toys & Games,499.0,3,,LEGO,Toys & Games,Lego Harry Potter Castle 71043 in stock,https://www.lego.com/en-ca/product/hogwarts-castle-71043,3370,4
100,11,taya1214,2020-07-13T13:49:00,,2020-07-16T23:13:00,,,127,,Shell,Automotive,Shell Go+ for every Air Miles cardholder,http://shellgoplus.ca,16753,30
101,12,MTLGuru,2020-07-15T21:33:00,2020-07-22,2020-07-16T23:13:00,,,8,,,Groceries,Week of 16th of July to 22nd of July grocery round up (QUEBEC),,2288,34
102,13,stovetop,2020-06-13T16:26:00,,2020-07-16T23:09:00,,,193,,Dollarama,Home & Garden,Dollarama Deals Version 7,,80045,117
103,14,Mr2828,2020-07-09T17:42:00,,2020-07-16T22:56:00,,,289,,Foot Locker,Apparel,Ultraboost/NMD/Infinity React 50% + extra 15/20% off,,80743,137
104,15,bigfishman,2020-07-06T03:46:00,2020-09-30,2020-07-16T22:53:00,Financial Services,,263,,American Express,Credit Cards,Shopping.ca Gift Card by Ivanhoé Cambridge - Spend at least $100 and Earn $20 credit. Up to 3 times - YMMV,,35253,74
105,16,zbadboy72,2020-07-04T12:26:00,2020-08-31,2020-07-16T22:48:00,Computers & Electronics,28.0,9,72.0,Visions Electronics,Video Games,Visions Mini C64 $28 link in thread,https://www.visions.ca/product-detail/46315/retro_games_the_c64_mini_console_with_hd_ouput_and_joystick?categoryId=0&sku=19353,5814,12
106,17,joebrown2020,2020-07-13T16:56:00,2020-07-16,2020-07-16T22:47:00,Computers & Electronics,98.0,13,,Visions Electronics,Peripherals & Accessories,"Acer 22"" monitor - $98",https://www.visions.ca/product-detail/57424/acer_22_full_hd_1080p_monitor_with_hdmi_input?categoryId=1175&sku=EK220Q,4641,4
107,18,angel_wing0,2020-07-16T13:29:00,,2020-07-16T22:36:00,,,23,,adidas,Apparel,Adidas Creators Club - 30% OFF SITE WIDE,https://adidas-canada.sjv.io/c/341376/358661/5280?u=https://www.adidas.ca/en,5729,5
108,19,Freebush,2020-07-16T20:47:00,,2020-07-16T22:32:00,,39.99,6,,Memory Express,Computers & Electronics,IN WIN Jupiter J120 Addressable 120mm x 3 RGB Case Fan -Triple Pack $39.99,https://www.memoryexpress.com/Products/MX00113116,1479,2
109,20,GateGuardian,2020-07-15T10:25:00,2020-08-15,2020-07-16T22:29:00,Financial Services,,55,,,Credit Cards,PCF Mastercard - 5x Points - July 15 - Aug 15 [YMMV],,11161,21
110,21,immad01,2020-07-16T11:20:00,,2020-07-16T22:21:00,,,8,,Home Hardware,Home & Garden,"5L jerry can $5.27, FISKARS bypass pruner $11.97, ARMORALL 4 pieces pack $18.37, HOME HANDYMAN 16"" Tool Box w/Tray $7.97",https://www.homehardware.ca/en/flyer,2472,4
111,22,Freebush,2020-07-16T22:18:00,,2020-07-16T22:18:00,,88.99,0,12.89,Amazon.ca,Computers & Electronics,MetallicGear Neo Mini V2 Series Mini-ITX Case (MG-NE210_BK02) $88.99 FREE SHIPPING,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FMetallicGear-Mini-ITX-MG-NE210_BK02-Aluminum-Tempered%2Fdp%2FB07XDM2K82&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1454,4
112,23,Psyclist,2020-04-23T13:01:00,,2020-07-16T22:12:00,Home & Garden,,728,,,Appliances,Enercare Credits! YMMV,,121409,205
113,24,HP_John,2020-04-16T00:06:00,,2020-07-16T22:06:00,,,305,,,Restaurants,"GTA Restaurants During Pandemic UPDATED Mon, July 6",,144657,166
114,25,trystee,2020-07-09,2020-07-16,2020-07-16,,60.0,29,6000,Shoppers Drug Mart,Groceries,"Pharmaprix (QC) Spend $60 On Netflix GC, Get 6,000 PC Optimum Points Back (Jul 11 to Jul 16, 2020)",,6417,18
115,26,h2oclick,2020-07-15T00:26:00,,2020-07-16T22:00:00,,,16,,,Financial Services,Kaplan Schweser's Free Master Classes for the 2020 CFA Exam,https://www.schweser.com/cfa/online-classes/master-classes?9223_activeOption=2&utm_campaign=CFA_CandidateSupport&utm_con,5563,34
116,27,Blubbs,2020-07-14T18:39:00,,2020-07-16T21:55:00,Computers & Electronics,330.03,19,,Lenovo Canada,Peripherals & Accessories,"Lenovo 28"" UHD 4K IPS Monitor $366.70 plus 10% cash back ($330.03)",http://lenovo.evyy.net/c/341376/225728/3899?u=https%3A%2F%2Fwww.lenovo.com%2Fca%2Fen%2Faccessories-and-monitors%2Fmonitors%2Fhome%2FL28u-30C19280DL028inch-MonitorHDMI%2Fp%2F65FAGCC2US,5253,10
117,28,Str8Grumpz,2020-07-16T21:38:00,,2020-07-16T21:52:00,Home & Garden,429.95,3,150.0,,Appliances,Vitamix Venturist - Refurb ($429.95),http://www.tkqlhce.com/click-749547-13051846?url=https%3A%2F%2Fwww.vitamix.com%2Fca%2Fen_us%2Fshop%2Fcertified-reconditioned-v1200%3Fcid%3Dscl-CA-crv1200-flash&sid=rfdcb,1147,0
118,29,vinceto,2020-07-13T14:31:00,,2020-07-16T21:46:00,,1299.0,91,,Best Buy,Computers & Electronics,Samsung CRG9 - 49inch 1440p 120hz monitor $1299 Best Buy,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/samsung-49-1440p-wqhd-120hz-4ms-gtg-curved-va-led-freesync-gaming-monitor-lc49rg90ssnxza/13607591,13681,16
119,0,Str8Grumpz,2020-07-16T21:38:00,,2020-07-16T21:52:00,Home & Garden,429.95,3,150.0,,Appliances,Vitamix Venturist - Refurb ($429.95),http://www.tkqlhce.com/click-749547-13051846?url=https%3A%2F%2Fwww.vitamix.com%2Fca%2Fen_us%2Fshop%2Fcertified-reconditioned-v1200%3Fcid%3Dscl-CA-crv1200-flash&sid=rfdcb,1151,0
120,1,vinceto,2020-07-13T14:31:00,,2020-07-16T21:46:00,,1299.0,91,,Best Buy,Computers & Electronics,Samsung CRG9 - 49inch 1440p 120hrz monitor $1299 Best Buy,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/samsung-49-1440p-wqhd-120hz-4ms-gtg-curved-va-led-freesync-gaming-monitor-lc49rg90ssnxza/13607591,13691,16
121,2,gizmokrap,2020-07-16T14:46:00,,2020-07-16T21:36:00,Computers & Electronics,0.0,11,100.0,GreenmanGaming.com,Video Games,War of Mine free (YMMV depending on ranking),http://www.tkqlhce.com/click-749547-10956577?url=https%3A%2F%2Fwww.greenmangaming.com%2Fthe-xp-program%2F&sid=rfdcb,2358,9
122,3,MikeTO2,2020-06-29T17:49:00,2020-07-31,2020-07-16T21:30:00,Financial Services,325.0,20,325.0,Scotiabank,Banking & Investing,$25 GC + $300 Cash When Opening a Scotiabank Chequing Account,https://www.ratesupermarket.ca/deals,7343,-3
123,4,KoukiMonster,2020-07-03T03:40:00,,2020-07-16T21:24:00,Home & Garden,119.99,72,42.0,The Bay,Appliances,KitchenAid 3-Piece pasta roller set $119.99,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=43178&murl=https%3A%2F%2Fwww.thebay.com%2Fproduct%2Fkitchenaid-3-piece-pasta-roller-and-cutter-set---stand-mixer-attachment-0600003487659.html%3Fdwvar_0600003487659_color%3DRED&u1=rfdcb,20736,34
124,5,iSyndicated,2020-07-16T15:48:00,,2020-07-16T21:20:00,,449.99,10,,Costco,Computers & Electronics,"Philips 27"" 4K 60Hz IPS $449.99, USB-C (65W PD) Docking, VESA mountable, Height/Tilt Stand",https://www.costco.ca/philips-272p7vubnb---27in.-4k-ips-monitor-(3840-x-2160)-with-built-in-usb-c-docking-station.product.100652323.html,2652,5
125,6,gizmokrap,2020-07-16T20:50:00,2020-07-18,2020-07-16T21:19:00,Apparel,5.0,2,,Thyme Maternity,Women's Apparel,Thyme Maternity Everything $5 in store! [Hot],http://thymematernity.sjv.io/c/341376/496626/8556?u=https%3A%2F%2Fwww.thymematernity.com%2F,2031,3
126,7,Blubbs,2020-07-13T12:26:00,,2020-07-16T20:55:00,Computers & Electronics,1399.99,35,400.0,Costco,Computers & Tablets/eReaders,"LG gram 17"" 17Z90N Laptop, i5-1035G7, 16GB, 512GB $1399.99 ($400 off)",https://www.costco.ca/lg-gram-17-17z90n-laptop%2c-i5-1035g7.product.100540466.html,6984,7
127,8,immad01,2020-07-16T20:10:00,2020-07-22,2020-07-16T20:48:00,,,1,,Real Canadian Superstore,Groceries,RCSS NO TAX ALL WEEK (July 16th through July 22nd) (GTA Stores),https://www.realcanadiansuperstore.ca/print-flyer,1524,0
128,9,DaVibe,2020-07-14T02:08:00,2020-07-16,2020-07-16T20:46:00,Computers & Electronics,97.0,7,,Visions Electronics,Home Theatre & Audio,Polk Audio TSi CS10 High Performance Center Speaker (CS10BLACK-OPENBOX) - $97,https://www.visions.ca/catalogue/category/details.aspx?categoryId=0&productId=55332&sku=CS10BLACK-OPENBOX,3863,3
129,10,pux420,2020-06-29T12:30:00,2020-07-12,2020-07-16T20:41:00,Home & Garden,214.99,155,0.2,Costco,Home Improvement & Tools,Garage Epoxy $214.99,https://www.costco.ca/rokrez-epoxy-floor-coating-kit-with-chips-and-additive.product.100402675.html,43931,23
130,11,solariseclipse,2020-05-24T10:16:00,,2020-07-16T20:39:00,,215.99,301,,Lenovo Canada,Computers & Electronics,Lenovo L24q-30 23.8-inch QHD Monitor 60-75hz 4ms IPS $215.99 + HST + Ebates 6% CB,http://lenovo.evyy.net/c/341376/225728/3899?u=https%3A%2F%2Fwww.lenovo.com%2Fca%2Fen%2Faccessories-and-monitors%2Fnew-arrivals%2FL24q-30A19238QL023-8inch-Monitor-HDMI%2Fp%2F65FBGCC1US,68343,71
131,12,eljay0,2020-07-10T13:13:00,,2020-07-16T20:33:00,,79.0,92,,Home Depot,Home & Garden,Chamberlain MyQ Smart Garage Hub $79 + FREE Google Nest Mini ($39-$69 value),https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/chamberlain-myq-smart-garage-hub/1000663927,19107,28
132,13,MercadorHG,2020-07-16T11:25:00,2020-07-23,2020-07-16T20:17:00,Computers & Electronics,0.0,19,100.0,Epic Games,Video Games,Epic free games 16 - 23 July Torchlight II,https://www.epicgames.com/store/en-US/product/torchlight-2/home,6145,115
133,14,aasoror,2018-07-14T00:00:00,,2020-07-16T20:03:00,Computers & Electronics,60.0,1205,,Staples,Peripherals & Accessories,[Staples/TheSource/WM/BB/Costco] HP Inkjet wireless 3-in-One Instant-Ink Eligible Printers from $60,https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/products/1775790-en-hp-officejet-3830-all-in-one-inkjet-printer-k7v40ab1h,355278,116
134,15,alli,2020-07-16T18:04:00,,2020-07-17T09:13:00,Beauty & Wellness,17.99,33,,,Beauty Supplies & Personal Care,Disposable Masks - Medical Grade ASTM Level 2. Made in USA. 50 masks for $17.99 plus $9.95 S&H,https://www.performancehealth.ca/isolation-masks#sin=32817,3191,0
135,16,stancehunter,2020-07-15T18:48:00,,2020-07-16T19:53:00,Beauty & Wellness,15.0,15,,,Beauty Supplies & Personal Care,GTA/Ottawa $15 - 5 x 10 Pack Disposable Face Masks - Non Medical,https://www.poppacorn.ca/products/3-layer-disposable-face-masks-non-medical-5-x-10-pack-50-pieces?variant=32090924974145,2560,3
136,17,kongqyk,2020-07-16T05:15:00,,2020-07-16T19:53:00,Home & Garden,128.0,31,14.0,Home Depot,Home Improvement & Tools,Ryobi 4.0 Ah Battery (2-Pack) $102.4,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ryobi-18v-one-high-capacity-4-0-ah-battery-2-pack-/1000681583,4593,5
137,18,LuckyBaybee,2020-07-15T16:12:00,2020-07-16,2020-07-16T19:50:00,,,26,,Starbucks,Restaurants,"Starbucks Happy Hour is on 7/16, 2-7pm (BOGO Any Handcrafted Drink)",,4626,9
138,19,jiffylube1024,2020-07-10T17:10:00,,2020-07-16T19:47:00,Home & Garden,404.99,42,0.24,eBay.ca,Appliances,Dyson V10B (Animal) refurb - $404.99 from Dyson Canada (eBay),http://rover.ebay.com/rover/1/706-53473-19255-0/1?type=4&campid=5335823041&toolid=10001&customid=&mpre=https%3A%2F%2Fwww.ebay.ca%2Fitm%2FDyson-Official-Outlet-V10B-Cordless-Vacuum-Colour-may-vary-Refurbished%2F173703481402%3Fhash%3Ditem287188c83a%3Ag%3Ac1YAAOSwokVdH5Wu,9636,10
139,20,lefroset,2020-07-16T17:53:00,,2020-07-16T19:46:00,Computers & Electronics,649.99,1,,Newegg,Peripherals & Accessories,($649.99+$9.99 shipping) Synology DS420+ 4-bay NAS,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=44589&murl=https%3A%2F%2Fwww.newegg.ca%2Fsynology-ds420%2Fp%2FN82E16822108744&u1=rfdcb,1225,3
140,21,immad01,2020-07-16T19:19:00,,2020-07-16T19:41:00,,65.0,4,20.0,Amazon.ca,Groceries,"Club House, Quality Natural Herbs & Spices, Seasoning Pack, 6 Count for $65 after $20 coupon",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FClub-House-Quality-Natural-Seasoning%2Fdp%2FB089M9W89S&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1384,-5
141,22,cslusarc,2020-01-01T00:32:00,,2020-07-16T19:38:00,,,382,,The Bay,Apparel,"2020 Promo Codes, Coupons & 1-Day Sales",,318354,131
142,23,Ac131313,2020-07-16T01:44:00,2020-07-16,2020-07-16T19:36:00,Computers & Electronics,89.99,25,40% + $10,Staples,Telecom,Ooma Telo (Wired) and Telo Air 2 (Wifi Enabled) - $89.99 and $99.99 - Home Phone Hub ($5/mo landline),https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/products/1599666-en-ooma-telo-canadian-free-home-telephone-service,3841,5
143,24,Njoelk,2020-06-05T00:15:00,2020-06-11,2020-07-16T19:29:00,Computers & Electronics,230.0,31,50.0,Best Buy,Peripherals & Accessories,"(Restocked w/ backorder) Acer Nitro 23.8"" FHD 165Hz 2ms GTG IPS Monitor (XV240Y) $230",https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/acer-nitro-23-8-fhd-165hz-2ms-gtg-ips-led-freesync-gaming-monitor-xv240y-black/14472744,14431,13
144,25,itsNaeng,2020-07-15T07:48:00,2020-07-16,2020-07-16T19:27:00,,249.99,37,0.2,,Computers & Electronics,SanDisk SSD PLUS 2TB Internal SSD - SATA III - $249.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07YFFJK2Q&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,6847,0
145,26,ambronet,2020-07-16T14:58:00,,2020-07-16T19:25:00,Computers & Electronics,23.99,1,70,,Video Games,Shadow of the Tomb Raider: Definitive Edition - PC Steam Game $23.99,http://www.anrdoezrs.net/click-749547-13212017?url=https%3A%2F%2Fwww.fanatical.com%2Fen%2Fgame%2Fshadow-of-the-tomb-raider-definitive-edition&sid=rfdcb,1056,1
146,27,jmons20,2020-07-02T12:18:00,,2020-07-16T19:23:00,,,74,100.0,Canadian Tire,Automotive,Collect $100 CT Money on $250+ spend at Canadian Tire Auto Service Centre,,11473,-10
147,28,paaji,2020-06-04T01:51:00,,2020-07-16T19:21:00,,69.99,54,,Costco,Home & Garden,Folding Work Table $69.99,,36832,28
148,29,Blubbs,2020-07-03T12:21:00,,2020-07-16T19:11:00,Computers & Electronics,431.0,120,,bhphotovideo.com,Cell Phones,"Samsung Galaxy S10 Lite (6.7"", 128GB, 8GB, SD855, 4500mah) US$431 / CAD$585 (and Note 10 Lite CAD$572)",https://www.bhphotovideo.com/c/product/1568604-REG/samsung_s_g770fzkdxsg_galaxy_s10_lite_dual.html?KBID=2572,28281,26
